direccion_original,direccion_consulta,direccion_normalizada,latitud,longitud,barrio_usig,comuna_usig,precision,estado,fecha_consulta
LARRAZABAL 3543;LARRAZABAL 3541,LARRAZABAL 3543,"LARRAZABAL 3543, CABA",-34.671957,-58.477981,,,calle_altura,exacta,2026-06-13
"GARAY, JUAN DE AV. 168","GARAY, JUAN DE AV. 168","GARAY, JUAN DE AV. 168, CABA",-34.624132,-58.367363,,,calle_altura,exacta,2026-06-12
DE LOS INCAS AV. 4225;DE LOS INCAS AV. 4227,DE LOS INCAS 4225,"DE LOS INCAS AV. 4225, CABA",-34.579416,-58.471138,,,calle_altura,exacta,2026-06-13
OLAZABAL 3272,OLAZABAL 3272,"OLAZABAL 3272, CABA",-34.565224,-58.46676,,,calle_altura,exacta,2026-06-12
FRAGATA Pres. SARMIENTO 2408,FRAGATA Pres. SARMIENTO 2408,"FRAGATA PRES. SARMIENTO 2408, CABA",-34.598139,-58.458218,,,calle_altura,exacta,2026-06-12
CARABOBO AV. 1666;CARABOBO AV. 1668,CARABOBO 1666,"CARABOBO AV. 1666, CABA",-34.642415,-58.444645,,,calle_altura,exacta,2026-06-13
"PORCEL DE PERALTA, MANUEL 703","PORCEL DE PERALTA, MANUEL 703","PORCEL DE PERALTA, MANUEL 703, CABA",-34.629698,-58.523711,,,calle_altura,exacta,2026-06-12
AGUERO 520,AGUERO 520,"AGUERO 520, CABA",-34.60375,-58.41171,,,calle_altura,exacta,2026-06-12
LA PLATA AV. 777,LA PLATA AV. 777,"LA PLATA AV. 777, CABA",-34.624609,-58.427399,,,calle_altura,exacta,2026-06-12
"JUSTO, JUAN B. AV. 2200","JUSTO, JUAN B. AV. 2200","JUSTO, JUAN B. AV. 2200, CABA",-34.592289,-58.440537,,,calle_altura,exacta,2026-06-12
BELGRANO AV. 3027,BELGRANO AV. 3027,"BELGRANO AV. 3027, CABA",-34.615056,-58.40882,,,calle_altura,exacta,2026-06-12
"ALBERDI, JUAN BAUTISTA AV. 5708","ALBERDI, JUAN BAUTISTA AV. 5708","ALBERDI, JUAN BAUTISTA AV. 5708, CABA",-34.650708,-58.501401,,,calle_altura,exacta,2026-06-12
PATRON 7599;SALADILLO 1294,PATRON 7599,"PATRON 7599, CABA",-34.655685,-58.523961,,,calle_altura,exacta,2026-06-13
URIARTE 2306,URIARTE 2306,"URIARTE 2306, CABA",-34.582192,-58.424727,,,calle_altura,exacta,2026-06-12
RECONQUISTA 620,RECONQUISTA 620,"RECONQUISTA 620, CABA",-34.600608,-58.372652,,,calle_altura,exacta,2026-06-12
DEL LIBERTADOR AV. 6073,DEL LIBERTADOR AV. 6073,"DEL LIBERTADOR AV. 6073, CABA",-34.555913,-58.448191,,,calle_altura,exacta,2026-06-12
"GOYENA, PEDRO AV. 1108","GOYENA, PEDRO AV. 1108","GOYENA, PEDRO AV. 1108, CABA",-34.626888,-58.443436,,,calle_altura,exacta,2026-06-12
"BALBIN, RICARDO, DR. AV. 2875","BALBIN, RICARDO, DR. AV. 2875","BALBIN, RICARDO, DR. AV. 2875, CABA",-34.560192,-58.470975,,,calle_altura,exacta,2026-06-12
CALLAO AV. 2081,CALLAO AV. 2081,"CALLAO AV. 2081, CABA",-34.586894,-58.386116,,,calle_altura,exacta,2026-06-12
JURAMENTO 1579,JURAMENTO 1579,"JURAMENTO 1579, CABA",-34.557167,-58.448582,,,calle_altura,exacta,2026-06-12
TAGLE 2531,TAGLE 2531,"TAGLE 2531, CABA",-34.584138,-58.40024,,,calle_altura,exacta,2026-06-12
"GALLARDO, ANGEL AV. 48","GALLARDO, ANGEL AV. 48","GALLARDO, ANGEL AV. 48, CABA",-34.602538,-58.432923,,,calle_altura,exacta,2026-06-12
"BEIRO, FRANCISCO AV. 5384","BEIRO, FRANCISCO AV. 5384","BEIRO, FRANCISCO AV. 5384, CABA",-34.614768,-58.525989,,,calle_altura,exacta,2026-06-12
CUZCO 209,CUZCO 209,"CUZCO 209, CABA",-34.637162,-58.527904,,,calle_altura,exacta,2026-06-12
LA PLATA AV. 2250,LA PLATA AV. 2250,"LA PLATA AV. 2250, CABA",-34.640658,-58.423268,,,calle_altura,exacta,2026-06-12
VIAMONTE 1700;RODRIGUEZ PEÑA 687,VIAMONTE 1700,"VIAMONTE 1700, CABA",-34.600789,-58.391317,,,calle_altura,exacta,2026-06-13
"GARAY, JUAN DE AV. 4101;GARAY, JUAN DE AV. 4103",GARAY 4101,"GARAY, JUAN DE AV. 4101, CABA",-34.631924,-58.421798,,,calle_altura,exacta,2026-06-13
MATHEU 1792;BRASIL 2399,MATHEU 1792,"MATHEU 1792, CABA",-34.630406,-58.397787,,,calle_altura,exacta,2026-06-13
LIBERTAD 960,LIBERTAD 960,"LIBERTAD 960, CABA",-34.59743,-58.384205,,,calle_altura,exacta,2026-06-12
"OLAVARRIA 699;VALLE IBERLUCEA del, Dr. 1090",OLAVARRIA 699,"OLAVARRIA 699, CABA",-34.637793,-58.362607,,,calle_altura,exacta,2026-06-13
"LACROZE, FEDERICO 1660","LACROZE, FEDERICO 1660","LACROZE, FEDERICO 1660, CABA",-34.563468,-58.438568,,,calle_altura,exacta,2026-06-12
SOLER 5145,SOLER 5145,"SOLER 5145, CABA",-34.583653,-58.428996,,,calle_altura,exacta,2026-06-12
LOPE DE VEGA AV. 3402,LOPE DE VEGA AV. 3402,"LOPE DE VEGA AV. 3402, CABA",-34.612339,-58.52751,,,calle_altura,exacta,2026-06-12
LA RIOJA 15,LA RIOJA 15,"LA RIOJA 15, CABA",-34.610494,-58.408876,,,calle_altura,exacta,2026-06-12
LA PLATA AV. 53,LA PLATA AV. 53,"LA PLATA AV. 53, CABA",-34.615858,-58.429196,,,calle_altura,exacta,2026-06-12
OLAZABAL AV. 5000,OLAZABAL AV. 5000,"OLAZABAL AV. 5000, CABA",-34.575932,-58.484775,,,calle_altura,exacta,2026-06-12
VIDAL 1773,VIDAL 1773,"VIDAL 1773, CABA",-34.56726,-58.457655,,,calle_altura,exacta,2026-06-12
"REPETTO, NICOLAS, DR. 1439","REPETTO, NICOLAS, DR. 1439","REPETTO, NICOLAS, DR. 1439, CABA",-34.606226,-58.451152,,,calle_altura,exacta,2026-06-12
"JUSTO, JUAN B. AV. 2697","JUSTO, JUAN B. AV. 2697","JUSTO, JUAN B. AV. 2697, CABA",-34.595444,-58.445494,,,calle_altura,exacta,2026-06-12
SEGUROLA AV. 3180,SEGUROLA AV. 3180,"SEGUROLA AV. 3180, CABA",-34.607603,-58.511807,,,calle_altura,exacta,2026-06-12
"AMBROSETTI, JUAN B. 726","AMBROSETTI, JUAN B. 726","AMBROSETTI, JUAN B. 726, CABA",-34.610063,-58.438534,,,calle_altura,exacta,2026-06-12
AYACUCHO 2134;AYACUCHO 2140,AYACUCHO 2134,"AYACUCHO 2134, CABA",-34.586542,-58.388151,,,calle_altura,exacta,2026-06-13
ENTRE RIOS AV. 1098;HUMBERTO 1° 1799,ENTRE RIOS 1098,"ENTRE RIOS AV. 1098, CABA",-34.621411,-58.391468,,,calle_altura,exacta,2026-06-13
"LACROZE, FEDERICO AV. 3706;CHARLONE 594",LACROZE 3706,"LACROZE, FEDERICO AV. 3706, CABA",-34.58263,-58.452201,,,calle_altura,exacta,2026-06-13
LAVALLE 1318,LAVALLE 1318,"LAVALLE 1318, CABA",-34.60277,-58.385438,,,calle_altura,exacta,2026-06-12
RIVADAVIA AV. 11088,RIVADAVIA AV. 11088,"RIVADAVIA AV. 11088, CABA",-34.639051,-58.520918,,,calle_altura,exacta,2026-06-12
O'HIGGINS 3202,O'HIGGINS 3202,"O'HIGGINS 3202, CABA",-34.549958,-58.461885,,,calle_altura,exacta,2026-06-12
TALCAHUANO 392;TALCAHUANO 394,TALCAHUANO 392,"TALCAHUANO 392, CABA",-34.604173,-58.385157,,,calle_altura,exacta,2026-06-13
PUEYRREDON AV. 1323,PUEYRREDON AV. 1323,"PUEYRREDON AV. 1323, CABA",-34.595625,-58.402661,,,calle_altura,exacta,2026-06-12
"MOREAU DE JUSTO, ALICIA AV. 1400","MOREAU DE JUSTO, ALICIA AV. 1400","MOREAU DE JUSTO, ALICIA AV. 1400, CABA",-34.614458,-58.366053,,,calle_altura,exacta,2026-06-12
DE MAYO AV. 799,DE MAYO AV. 799,"DE MAYO AV. 799, CABA",-34.60871,-58.377649,,,calle_altura,exacta,2026-06-12
"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6298","FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6298","FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6298, CABA",-34.686147,-58.473608,,,calle_altura,exacta,2026-06-12
GODOY CRUZ 1809;HONDURAS 5299;HONDURAS 5291,GODOY CRUZ 1809,"GODOY CRUZ 1809, CABA",-34.586763,-58.432687,,,calle_altura,exacta,2026-06-13
"YRIGOYEN, HIPOLITO AV. 3694;YRIGOYEN, HIPOLITO AV. 3696",YRIGOYEN 3694,"YRIGOYEN, HIPOLITO AV. 3694, CABA",-34.614292,-58.418449,,,calle_altura,exacta,2026-06-13
LA PLATA AV. 458,LA PLATA AV. 458,"LA PLATA AV. 458, CABA",-34.620065,-58.428087,,,calle_altura,exacta,2026-06-12
"GALLARDO, ANGEL AV. 799","GALLARDO, ANGEL AV. 799","GALLARDO, ANGEL AV. 799, CABA",-34.606141,-58.441576,,,calle_altura,exacta,2026-06-12
"YRIGOYEN, HIPOLITO 1412","YRIGOYEN, HIPOLITO 1412","YRIGOYEN, HIPOLITO 1412, CABA",-34.609995,-58.386375,,,calle_altura,exacta,2026-06-12
DE MAYO AV. 937,DE MAYO AV. 937,"DE MAYO AV. 937, CABA",-34.608848,-58.379634,,,calle_altura,exacta,2026-06-12
TUCUMAN 2202,TUCUMAN 2202,"TUCUMAN 2202, CABA",-34.602242,-58.398634,,,calle_altura,exacta,2026-06-12
BILLINGHURST 10,BILLINGHURST 10,"BILLINGHURST 10, CABA",-34.610593,-58.415864,,,calle_altura,exacta,2026-06-12
"IRIGOYEN, BERNARDO de 366","IRIGOYEN, BERNARDO de 366","IRIGOYEN, BERNARDO DE 366, CABA",-34.61259,-58.380464,,,calle_altura,exacta,2026-06-12
"SCALABRINI ORTIZ, RAUL AV. 591","SCALABRINI ORTIZ, RAUL AV. 591","SCALABRINI ORTIZ, RAUL AV. 591, CABA",-34.597956,-58.435599,,,calle_altura,exacta,2026-06-12
DIRECTORIO AV. 2296;DIRECTORIO AV. 2300,DIRECTORIO 2296,"DIRECTORIO AV. 2296, CABA",-34.633006,-58.458868,,,calle_altura,exacta,2026-06-13
MORENO 1794,MORENO 1794,"MORENO 1794, CABA",-34.612686,-58.391527,,,calle_altura,exacta,2026-06-12
"CABILDO AV. 1690;HERNANDEZ, JOSE 2412",CABILDO 1690,"CABILDO AV. 1690, CABA",-34.565668,-58.453333,,,calle_altura,exacta,2026-06-13
PUEYRREDON AV. 1802,PUEYRREDON AV. 1802,"PUEYRREDON AV. 1802, CABA",-34.590179,-58.400356,,,calle_altura,exacta,2026-06-12
AUSTRIA 2295,AUSTRIA 2295,"AUSTRIA 2295, CABA",-34.586572,-58.401973,,,calle_altura,exacta,2026-06-12
LAVALLE 395,LAVALLE 395,"LAVALLE 395, CABA",-34.601989,-58.372293,,,calle_altura,exacta,2026-06-12
BELGRANO AV. 2792,BELGRANO AV. 2792,"BELGRANO AV. 2792, CABA",-34.614704,-58.40467,,,calle_altura,exacta,2026-06-12
JUNIN 118,JUNIN 118,"JUNIN 118, CABA",-34.608005,-58.396451,,,calle_altura,exacta,2026-06-12
CORDOBA AV. 6213,CORDOBA AV. 6213,"CORDOBA AV. 6213, CABA",-34.583091,-58.447867,,,calle_altura,exacta,2026-06-12
"CABRERA, JOSE A. 4223","CABRERA, JOSE A. 4223","CABRERA, JOSE A. 4223, CABA",-34.59526,-58.424913,,,calle_altura,exacta,2026-06-12
NAZCA AV. 1524,NAZCA AV. 1524,"NAZCA AV. 1524, CABA",-34.616293,-58.477661,,,calle_altura,exacta,2026-06-12
LOYOLA 788,LOYOLA 788,"LOYOLA 788, CABA",-34.593722,-58.43769,,,calle_altura,exacta,2026-06-12
BERMUDEZ 2487,BERMUDEZ 2487,"BERMUDEZ 2487, CABA",-34.616187,-58.513679,,,calle_altura,exacta,2026-06-12
CORRIENTES AV. 4011,CORRIENTES AV. 4011,"CORRIENTES AV. 4011, CABA",-34.603072,-58.421147,,,calle_altura,exacta,2026-06-12
JARAMILLO 1762,JARAMILLO 1762,"JARAMILLO 1762, CABA",-34.544944,-58.462473,,,calle_altura,exacta,2026-06-12
HELGUERA 665,HELGUERA 665,"HELGUERA 665, CABA",-34.624277,-58.475605,,,calle_altura,exacta,2026-06-12
ALVARADO 2999;ALVARADO 2995,ALVARADO 2999,"ALVARADO 2999, CABA",-34.648213,-58.389035,,,calle_altura,exacta,2026-06-13
HONDURAS 5640,HONDURAS 5640,"HONDURAS 5640, CABA",-34.583839,-58.436796,,,calle_altura,exacta,2026-06-12
"ALSINA, ADOLFO 894","ALSINA, ADOLFO 894","ALSINA, ADOLFO 894, CABA",-34.610655,-58.378996,,,calle_altura,exacta,2026-06-12
URUGUAY 862,URUGUAY 862,"URUGUAY 862, CABA",-34.598683,-58.386973,,,calle_altura,exacta,2026-06-12
"RODRIGUEZ, MANUEL A., GENERAL 2556","RODRIGUEZ, MANUEL A., GENERAL 2556","RODRIGUEZ, MANUEL A., GENERAL 2556, CABA",-34.597871,-58.460455,,,calle_altura,exacta,2026-06-12
SAN ISIDRO LABRADOR AV. 4595,SAN ISIDRO LABRADOR AV. 4595,"SAN ISIDRO LABRADOR AV. 4595, CABA",-34.542651,-58.473823,,,calle_altura,exacta,2026-06-12
PARAGUAY 2741;PARAGUAY 2743,PARAGUAY 2741,"PARAGUAY 2741, CABA",-34.596804,-58.406816,,,calle_altura,exacta,2026-06-13
"VALLESE, FELIPE 3201","VALLESE, FELIPE 3201","VALLESE, FELIPE 3201, CABA",-34.624278,-58.477331,,,calle_altura,exacta,2026-06-12
PEÑA 2123,PEÑA 2123,"PEÑA 2123, CABA",-34.591591,-58.396186,,,calle_altura,exacta,2026-06-12
HIDALGO 889,HIDALGO 889,"HIDALGO 889, CABA",-34.609051,-58.441284,,,calle_altura,exacta,2026-06-12
"JUSTO, JUAN B. AV. 6002","JUSTO, JUAN B. AV. 6002","JUSTO, JUAN B. AV. 6002, CABA",-34.620836,-58.479402,,,calle_altura,exacta,2026-06-12
SERRANO 1327,SERRANO 1327,"SERRANO 1327, CABA",-34.590632,-58.433021,,,calle_altura,exacta,2026-06-12
MALABIA 406;CORRIENTES AV. 5301,MALABIA 406,"MALABIA 406, CABA",-34.598765,-58.439525,,,calle_altura,exacta,2026-06-13
DIAZ VELEZ AV. 5575,DIAZ VELEZ AV. 5575,"DIAZ VELEZ AV. 5575, CABA",-34.60781,-58.444767,,,calle_altura,exacta,2026-06-12
"SAENZ PEÑA, LUIS, PRES. 1000","SAENZ PEÑA, LUIS, PRES. 1000","SAENZ PEÑA, LUIS, PRES. 1000, CABA",-34.619838,-58.387291,,,calle_altura,exacta,2026-06-12
BILLINGHURST 2496,BILLINGHURST 2496,"BILLINGHURST 2496, CABA",-34.583716,-58.404342,,,calle_altura,exacta,2026-06-12
CIUDAD DE LA PAZ 2478;CIUDAD DE LA PAZ 2480,CIUDAD DE LA PAZ 2478,"CIUDAD DE LA PAZ 2478, CABA",-34.559113,-58.460732,,,calle_altura,exacta,2026-06-13
SAN JUAN AV. 3586,SAN JUAN AV. 3586,"SAN JUAN AV. 3586, CABA",-34.625475,-58.415784,,,calle_altura,exacta,2026-06-12
RIO DE JANEIRO 106,RIO DE JANEIRO 106,"RIO DE JANEIRO 106, CABA",-34.613965,-58.430152,,,calle_altura,exacta,2026-06-12
CORDOBA AV. 962,CORDOBA AV. 962,"CORDOBA AV. 962, CABA",-34.599088,-58.380689,,,calle_altura,exacta,2026-06-12
BARCO CENTENERA del 690,BARCO CENTENERA del 690,"BARCO CENTENERA DEL 690, CABA",-34.627493,-58.440329,,,calle_altura,exacta,2026-06-12
"FALCON, RAMON L.,CNEL. 1975;FALCON, RAMON L.,CNEL. 1985",FALCON 1975,"FALCON, RAMON L.,CNEL. 1975, CABA",-34.628339,-58.456853,,,calle_altura,exacta,2026-06-13
JURAMENTO 1561,JURAMENTO 1561,"JURAMENTO 1561, CABA",-34.557053,-58.448391,,,calle_altura,exacta,2026-06-12
YERBAL 2901,YERBAL 2901,"YERBAL 2901, CABA",-34.629452,-58.470438,,,calle_altura,exacta,2026-06-12
TUCUMAN 1712,TUCUMAN 1712,"TUCUMAN 1712, CABA",-34.601963,-58.391539,,,calle_altura,exacta,2026-06-12
LIBERTAD 171;LIBERTAD 177,LIBERTAD 171,"LIBERTAD 171, CABA",-34.606582,-58.383534,,,calle_altura,exacta,2026-06-13
CUENCA 720,CUENCA 720,"CUENCA 720, CABA",-34.623957,-58.477113,,,calle_altura,exacta,2026-06-12
BRANDSEN 1732,BRANDSEN 1732,"BRANDSEN 1732, CABA",-34.637947,-58.375205,,,calle_altura,exacta,2026-06-12
"ALSINA, ADOLFO 1902","ALSINA, ADOLFO 1902","ALSINA, ADOLFO 1902, CABA",-34.61165,-58.393474,,,calle_altura,exacta,2026-06-12
CORRIENTES AV. 419,CORRIENTES AV. 419,"CORRIENTES AV. 419, CABA",-34.603084,-58.37284,,,calle_altura,exacta,2026-06-12
SALTA 654,SALTA 654,"SALTA 654, CABA",-34.615937,-58.383028,,,calle_altura,exacta,2026-06-12
AVELLANEDA AV. 1899,AVELLANEDA AV. 1899,"AVELLANEDA AV. 1899, CABA",-34.621671,-58.457638,,,calle_altura,exacta,2026-06-12
INDEPENDENCIA AV. 3401;LINIERS VIRREY 797,INDEPENDENCIA 3401,"INDEPENDENCIA AV. 3401, CABA",-34.620677,-58.413985,,,calle_altura,exacta,2026-06-13
URUGUAY 886,URUGUAY 886,"URUGUAY 886, CABA",-34.59843,-58.386995,,,calle_altura,exacta,2026-06-12
"JUSTO, JUAN B. AV. 3950","JUSTO, JUAN B. AV. 3950","JUSTO, JUAN B. AV. 3950, CABA",-34.604187,-58.457835,,,calle_altura,exacta,2026-06-12
INDEPENDENCIA AV. 2068,INDEPENDENCIA AV. 2068,"INDEPENDENCIA AV. 2068, CABA",-34.61843,-58.39539,,,calle_altura,exacta,2026-06-12
AZARA 234;AZARA 236,AZARA 234,"AZARA 234, CABA",-34.634241,-58.372153,,,calle_altura,exacta,2026-06-13
PRIMERA JUNTA 1982;CARABOBO AV. 802,PRIMERA JUNTA 1982,"PRIMERA JUNTA 1982, CABA",-34.635432,-58.452132,,,calle_altura,exacta,2026-06-13
AMENABAR 1314,AMENABAR 1314,"AMENABAR 1314, CABA",-34.569361,-58.451739,,,calle_altura,exacta,2026-06-12
HONDURAS 5509,HONDURAS 5509,"HONDURAS 5509, CABA",-34.584691,-58.435534,,,calle_altura,exacta,2026-06-12
CIUDAD DE LA PAZ 2701;CIUDAD DE LA PAZ 2707,CIUDAD DE LA PAZ 2701,"CIUDAD DE LA PAZ 2701, CABA",-34.557233,-58.462231,,,calle_altura,exacta,2026-06-13
CUBA 3201,CUBA 3201,"CUBA 3201, CABA",-34.550938,-58.463851,,,calle_altura,exacta,2026-06-12
ALVAREZ JONTE AV. 4873;ALVAREZ JONTE AV. 4871,ALVAREZ JONTE 4873,"ALVAREZ JONTE AV. 4873, CABA",-34.620151,-58.506616,,,calle_altura,exacta,2026-06-13
DON BOSCO 3500,DON BOSCO 3500,"DON BOSCO 3500, CABA",-34.61189,-58.415188,,,calle_altura,exacta,2026-06-12
CUENCA 2820,CUENCA 2820,"CUENCA 2820, CABA",-34.603636,-58.493657,,,calle_altura,exacta,2026-06-12
OLAZABAL 2311,OLAZABAL 2311,"OLAZABAL 2311, CABA",-34.55966,-58.457534,,,calle_altura,exacta,2026-06-12
ARCE 305,ARCE 305,"ARCE 305, CABA",-34.571081,-58.430513,,,calle_altura,exacta,2026-06-12
"CALVO, CARLOS 571","CALVO, CARLOS 571","CALVO, CARLOS 571, CABA",-34.619608,-58.37388,,,calle_altura,exacta,2026-06-12
RIVADAVIA AV. 4467,RIVADAVIA AV. 4467,"RIVADAVIA AV. 4467, CABA",-34.614712,-58.428583,,,calle_altura,exacta,2026-06-12
DEL LIBERTADOR AV. 5990,DEL LIBERTADOR AV. 5990,"DEL LIBERTADOR AV. 5990, CABA",-34.556955,-58.447629,,,calle_altura,exacta,2026-06-12
GALLO 1566,GALLO 1566,"GALLO 1566, CABA",-34.59201,-58.409337,,,calle_altura,exacta,2026-06-12
YERBAL 1889;YERBAL 1887,YERBAL 1889,"YERBAL 1889, CABA",-34.625494,-58.457277,,,calle_altura,exacta,2026-06-13
MEXICO 4055,MEXICO 4055,"MEXICO 4055, CABA",-34.620207,-58.423184,,,calle_altura,exacta,2026-06-12
URUGUAY 865,URUGUAY 865,"URUGUAY 865, CABA",-34.59869,-58.386878,,,calle_altura,exacta,2026-06-12
"DUMONT, SANTOS 3427","DUMONT, SANTOS 3427","DUMONT, SANTOS 3427, CABA",-34.582391,-58.447304,,,calle_altura,exacta,2026-06-12
PARAGUAY 3711,PARAGUAY 3711,"PARAGUAY 3711, CABA",-34.590942,-58.416117,,,calle_altura,exacta,2026-06-12
AGUILAR 2285;VUELTA DE OBLIGADO 1101,AGUILAR 2285,"AGUILAR 2285, CABA",-34.56815,-58.446472,,,calle_altura,exacta,2026-06-13
"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3374","FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3374","FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3374, CABA",-34.662294,-58.44604,,,calle_altura,exacta,2026-06-12
"MITRE, BARTOLOME 4438","MITRE, BARTOLOME 4438","MITRE, BARTOLOME 4438, CABA",-34.610823,-58.429335,,,calle_altura,exacta,2026-06-12
ASAMBLEA AV. 1030,ASAMBLEA AV. 1030,"ASAMBLEA AV. 1030, CABA",-34.635416,-58.439256,,,calle_altura,exacta,2026-06-12
"ALVAREZ, DONATO, Tte. Gral. AV. 2175","ALVAREZ, DONATO, Tte. Gral. AV. 2175","ALVAREZ, DONATO, TTE. GRAL. AV. 2175, CABA",-34.601984,-58.465369,,,calle_altura,exacta,2026-06-12
ARENALES 2299,ARENALES 2299,"ARENALES 2299, CABA",-34.594138,-58.399295,,,calle_altura,exacta,2026-06-12
TUCUMAN 1499,TUCUMAN 1499,"TUCUMAN 1499, CABA",-34.601669,-58.387925,,,calle_altura,exacta,2026-06-12
SANCHEZ DE LORIA 294,SANCHEZ DE LORIA 294,"SANCHEZ DE LORIA 294, CABA",-34.61321,-58.413146,,,calle_altura,exacta,2026-06-12
"CALVO, CARLOS 787","CALVO, CARLOS 787","CALVO, CARLOS 787, CABA",-34.619689,-58.377069,,,calle_altura,exacta,2026-06-12
"PEDRAZA, MANUELA 2177;PEDRAZA, MANUELA 2179",PEDRAZA 2177,"PEDRAZA, MANUELA 2177, CABA",-34.550099,-58.464164,,,calle_altura,exacta,2026-06-13
TUCUMAN 2640,TUCUMAN 2640,"TUCUMAN 2640, CABA",-34.601949,-58.404033,,3,calle_altura,exacta,2026-06-13
CABILDO AV. 3735,CABILDO 3735,"CABILDO AV. 3735, CABA",-34.548549,-58.468323,,13,calle_altura,exacta,2026-06-13
JUJUY AV. 946,JUJUY 946,"JUJUY AV. 946, CABA",-34.620451,-58.402902,,3,calle_altura,exacta,2026-06-13
"CORRO, MIGUEL C. DEL, CANONIGO AV. 356;CORRO, MIGUEL C. DEL, CANONIGO AV. 358",CORRO 356,"CORRO, MIGUEL C. DEL, CANONIGO AV. 356, CABA",-34.634277,-58.49691,,10,calle_altura,exacta,2026-06-13
CORRIENTES AV. 4315,CORRIENTES 4315,"CORRIENTES AV. 4315, CABA",-34.602596,-58.425943,,5,calle_altura,exacta,2026-06-13
COMBATE DE LOS POZOS 685,COMBATE DE LOS POZOS 685,"COMBATE DE LOS POZOS 685, CABA",-34.616769,-58.393249,,3,calle_altura,exacta,2026-06-13
OTAMENDI 101;YERBAL 97,OTAMENDI 101,"OTAMENDI 101, CABA",-34.614815,-58.432102,,6,calle_altura,exacta,2026-06-13
"VARELA, JOSE PEDRO 4903",VARELA 4903,"VARELA, JOSE PEDRO 4903, CABA",-34.611585,-58.518611,,11,calle_altura,exacta,2026-06-13
"FREIRE, RAMON, CAP. GRAL. 1319",FREIRE 1319,"FREIRE, RAMON, CAP. GRAL. 1319, CABA",-34.573357,-58.456201,,13,calle_altura,exacta,2026-06-13
SOLIS 384,SOLIS 384,"SOLIS 384, CABA",-34.61349,-58.390321,,1,calle_altura,exacta,2026-06-13
"RAMIREZ DE VELASCO, JUAN 801",RAMIREZ DE VELASCO 801,"RAMIREZ DE VELASCO, JUAN 801, CABA",-34.595544,-58.439284,,15,calle_altura,exacta,2026-06-13
THAMES 2443,THAMES 2443,"THAMES 2443, CABA",-34.5819,-58.42257,,14,calle_altura,exacta,2026-06-13
"ALVEAR, MARCELO T. De 944",ALVEAR 944,"ALVEAR, MARCELO T. DE 944, CABA",-34.59662,-58.380523,,1,calle_altura,exacta,2026-06-13
RAMALLO 2369,RAMALLO 2369,"RAMALLO 2369, CABA",-34.542746,-58.47226,,13,calle_altura,exacta,2026-06-13
PASCO 381,PASCO 381,"PASCO 381, CABA",-34.613925,-58.397524,,3,calle_altura,exacta,2026-06-13
LARREA 946,LARREA 946,"LARREA 946, CABA",-34.597114,-58.401919,,2,calle_altura,exacta,2026-06-13
"HERNANDEZ, JOSE 2466",HERNANDEZ 2466,"HERNANDEZ, JOSE 2466, CABA",-34.566091,-58.45415,,13,calle_altura,exacta,2026-06-13
SOLER 5608;SOLER 5610;SOLER 5612,SOLER 5608,"SOLER 5608, CABA",-34.580811,-58.432758,,14,calle_altura,exacta,2026-06-13
SAN MARTIN 875,SAN MARTIN 875,"SAN MARTIN 875, CABA",-34.597629,-58.374216,,1,calle_altura,exacta,2026-06-13
ARGERICH 2728,ARGERICH 2728,"ARGERICH 2728, CABA",-34.605093,-58.488462,,11,calle_altura,exacta,2026-06-13
"SCALABRINI ORTIZ, RAUL AV. 981;SCALABRINI ORTIZ, RAUL AV. 977",SCALABRINI ORTIZ 981,"SCALABRINI ORTIZ, RAUL AV. 981, CABA",-34.595284,-58.431427,,15,calle_altura,exacta,2026-06-13
VIEL 2099,VIEL 2099,"VIEL 2099, CABA",-34.640758,-58.427514,,7,calle_altura,exacta,2026-06-13
CORRIENTES AV. 3787,CORRIENTES 3787,"CORRIENTES AV. 3787, CABA",-34.603404,-58.417844,,5,calle_altura,exacta,2026-06-13
PASTEUR 615,PASTEUR 615,"PASTEUR 615, CABA",-34.602029,-58.399692,,3,calle_altura,exacta,2026-06-13
PERU 941,PERU 941,"PERU 941, CABA",-34.619048,-58.37438,,1,calle_altura,exacta,2026-06-13
GORRITI JUANA MANUELA 1385,GORRITI JUANA MANUELA 1385,"GORRITI JUANA MANUELA 1385, CABA",-34.614417,-58.365396,,1,calle_altura,exacta,2026-06-13
MENDOZA AV. 5305;BUCARELLI 2114;BUCARELLI 2116,MENDOZA 5305,"MENDOZA AV. 5305, CABA",-34.578336,-58.486041,,12,calle_altura,exacta,2026-06-13
DIAZ VELEZ AV. 4501;DIAZ VELEZ AV. 4503,DIAZ VELEZ 4501,"DIAZ VELEZ AV. 4501, CABA",-34.608647,-58.430759,,6,calle_altura,exacta,2026-06-13
CABILDO AV. 1542,CABILDO 1542,"CABILDO AV. 1542, CABA",-34.566706,-58.451413,,13,calle_altura,exacta,2026-06-13
COSTA RICA 4522,COSTA RICA 4522,"COSTA RICA 4522, CABA",-34.589294,-58.425437,,14,calle_altura,exacta,2026-06-13
